title;imdb;mid;trailer;date;directors;actors;poster;netflix_id;runtime;rating;descr;Action;Adventure;Animation;Comedy;Drama;Family;Fantasy;Mystery;Romance;Science Fiction;Thriller;class1;class2;class3
Gun;tt1560954;/m/0g40l0p;[];30/07/2010;Jessy Terrero;50 Cent, Val Kilmer, AnnaLynne McCord, James Remar;http://ia.media-imdb.com/images/M/MV5BMTc0MDk3MjI1OV5BMl5BanBnXkFtZTcwNzg0MjIyMw@@._V1_SX300.jpg;['70154739'];82;3.9;A drama set in the world of gun-running.;1;0;0;0;0;0;0;0;0;0;1;0.295726496;0;0.694560669
Guy X;tt0408828;/m/04gj4d3;[];2005;Saul Metzstein;Jason Biggs, Natascha McElhone, Jeremy Northam, Sean Tucker;http://ia.media-imdb.com/images/M/MV5BMTc5MDg4MTM4MF5BMl5BanBnXkFtZTcwOTMyNzI5MQ@@._V1_SX300.jpg;['70082781'];101;6.1;A black comedy set in 1979, about a soldier mistakenly posted to an Arctic military base.;0;0;0;1;0;0;0;0;0;0;0;0;0.585227273;0
Hachi: A Dog's Tale;tt1028532;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e61814&bitrateid=472&vendorid=102&type=.mp4;2009;Lasse Hallström;Richard Gere, Joan Allen, Cary-Hiroyuki Tagawa, Sarah Roemer;http://ia.media-imdb.com/images/M/MV5BMTAxMDA2MjM4NDReQTJeQWpwZ15BbWU3MDE0NTgxMTM@._V1_.jpg;70118677;93;8.2;A drama based on the true story of a college professor's bond with the abandoned dog he takes into his home.;0;0;0;0;1;1;0;0;0;0;0;0;0.32;0
Hairspray;tt0427327;/m/0bt3j9;['http://www.youtube.com/watch?v=kkzcNF-jlWw'];13/07/2007;Adam Shankman;John Travolta, Michelle Pfeiffer, Christopher Walken, Amanda Bynes;http://ia.media-imdb.com/images/M/MV5BMTIyMTMzNzIyNV5BMl5BanBnXkFtZTcwMjM1NDk0MQ@@._V1_SX300.jpg;['70065096'];117;6.9;Pleasantly plump teenager Tracy Turnblad teaches 1962 Baltimore a thing or two about integration after landing a spot on a local TV dance show.;0;0;0;1;0;0;0;0;1;0;0;0;0.585227273;0
Halloween;tt0077651;/m/0m3gy;[];1978;John Carpenter;Donald Pleasence, Jamie Lee Curtis, Nancy Kyes, P.J. Soles;http://ia.media-imdb.com/images/M/MV5BMTY0Nzk0NTk2OF5BMl5BanBnXkFtZTcwNjQ3NTk0MQ@@._V1_SX300.jpg;['569090'];91;6.4;On Halloween night of 1963, 6-year old Michael Myers stabbed his sister to death. After sitting in a mental hospital for 15 years, Myers escapes and returns to Haddonfield to kill.;0;0;0;0;0;0;0;0;0;0;1;0.003418803;0;0.874476987
Hancock;tt0448157;/m/02vrgnr;[];16/06/2008;Peter Berg;Will Smith, Charlize Theron, Jason Bateman, Jae Head;http://ia.media-imdb.com/images/M/MV5BMTgyMzc4ODU3NV5BMl5BanBnXkFtZTcwNjk5Mzc1MQ@@._V1_SX300.jpg;['70097577'];92;6.5;Hancock is a superhero whose ill considered behavior regularly causes damage in the millions. He changes when one person he saves helps him improve his public image.;1;0;0;1;0;0;0;0;0;0;0;0.094017094;0.5625;0
Happy End;tt0332281;/m/05b034y;[];24/12/2003;Amos Kollek;Audrey Tautou, Justin Theroux, Jennifer Tilly, Laila Robins;http://ia.media-imdb.com/images/M/MV5BMTQwNDEyNjE2NV5BMl5BanBnXkFtZTcwMTM1MDcyMQ@@._V1_SX300.jpg;[];98;3.9;Val is 23 years old and full of dreams. She travels to New York to become an actress. She is lonely in a strange country, in a strange city, with little money and no friends. In her path, ...;0;0;0;1;1;0;0;0;1;0;0;0.032478632;0.988636364;0
Happy, Happy;tt1664892;/m/0g4ns6l;['http://www.youtube.com/watch?v=7OjWuFaQT3M'];05/11/2010;Anne Sewitsky;Agnes Kittelsen, Joachim Rafaelsen, Maibritt Saerens, Henrik Rafaelsen;http://ia.media-imdb.com/images/M/MV5BMTUxODI0Mjk0NF5BMl5BanBnXkFtZTcwNDE2ODE0Ng@@._V1_SX300.jpg;['70167101'];85;6.4;Family is the most important thing in the world to Kaja. She is an eternal optimist in spite of living with a man who would rather go hunting with the boys, and who refuses to have sex with...;0;0;0;1;1;0;0;0;0;0;0;0;0.659090909;0
Hardball;tt0180734;/m/08gnl0;[];14/09/2001;Brian Robbins;Keanu Reeves, Diane Lane, John Hawkes, Bryan Hearne;http://ia.media-imdb.com/images/M/MV5BMjY3Nzk0NzkxMF5BMl5BanBnXkFtZTgwMTYxNzYxMTE@._V1_SX300.jpg;['60021229'];106;6.5;An aimless young man who is scalping tickets, gambling and drinking, agrees to coach a Little League team from the Cabrini Green housing project in Chicago as a condition of getting a loan from a friend.;0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
Hardwired;tt1405412;/m/09gjh6g;['http://www.moviestrailer.org/hardwired-movie-trailer.html', 'http://www.cinemagia.ro/trailer/hardwired-4583/'];03/11/2009;Ernie Barbarash;Cuba Gooding Jr., Val Kilmer, Michael Ironside, Tatiana Maslany;http://ia.media-imdb.com/images/M/MV5BMTMyNDkxMDkwNl5BMl5BanBnXkFtZTcwNzM0OTI4Mg@@._V1_SX300.jpg;['70124263'];94;4.6;After a tragic accident claims the lives of Luke Gibson's (Gooding Jr.) wife and unborn child, he is left with critical injuries and complete amnesia. A new technological breakthrough from ...;1;0;0;0;0;0;0;0;0;1;0;0.317948718;0.005681818;0.066945607
Harry Brown;tt1289406;/m/076yzh_;['http://www.imdb.com/video/imdb/vi2617967129/', 'http://www.imdb.com/video/imdb/vi3650356505/', 'http://www.imdb.com/video/imdb/vi4084073497/', 'http://www.traileraddict.com/harry-brown/trailer', 'http://www.traileraddict.com/harry-brown/red-band-trailer', 'http://www.traileraddict.com/harry-brown/international-trailer'];12/09/2009;Daniel Barber;Michael Caine, Emily Mortimer, Charlie Creed-Miles, David Bradley;http://ia.media-imdb.com/images/M/MV5BMTM5NjE2NzI2Ml5BMl5BanBnXkFtZTcwNDY0ODUyMw@@._V1_SX300.jpg;['70117310'];103;6.7;An elderly ex-serviceman and widower looks to avenge his best friend's murder by doling out his own form of justice.;1;0;0;0;1;0;0;0;0;0;1;0.061538462;0.329545455;0
Harry Potter and the Deathly Hallows: Part 2;tt1201607;;http://video-http.media-imdb.com/MV5BYzY4MWI0MTktYmU0My00M2RmLWFmNmMtMmY2MmMzNDQwMmZkXkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1422395868&Signature=GCVol292Fmm3GvvbrA6o6EoLu~2W68-g-oxh9~73VsXwWI8VvYirkOQcR58eAiugRcyta0z4bJZRLblwIyhQedqiXkOQQbE8ZpsmZDjYlTHNy7KmBddkRY8UDGjADMD2-xMtmVA1JFYYFErdF0ZOIMTZvQGz01odfARMiOnlfWU_&Key-Pair-Id=APKAILW5I44IHKUN2DYA;2011;David Yates;Ralph Fiennes, Michael Gambon, Alan Rickman, Daniel Radcliffe;http://ia.media-imdb.com/images/M/MV5BMTY2MTk3MDQ1N15BMl5BanBnXkFtZTcwMzI4NzA2NQ@@._V1_.jpg;70120085;130;8.1;Harry, Ron and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.;0;1;0;0;1;0;1;1;0;0;0;0.15;0.34;0.6
Heat;tt0113277;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e10878&bitrateid=471&vendorid=102&type=.mp4;1995;Michael Mann;Al Pacino, Robert De Niro, Val Kilmer, Jon Voight;http://ia.media-imdb.com/images/M/MV5BMTM1NDc4ODkxNV5BMl5BanBnXkFtZTcwNTI4ODE3MQ@@._V1_.jpg;70020509;170;8.3;A group of professional bank robbers start to feel the heat from police when they unknowingly leave a clue at their latest heist.;1;0;0;0;1;0;0;0;0;0;1;0.04;0.35;0.01
Hell Ride;tt0411475;/m/078mng;[];2007;Larry Bishop;Julia Jones, Larry Bishop, Leonor Varela, Austin Galuppo;http://ia.media-imdb.com/images/M/MV5BMTY0MTMwODkwN15BMl5BanBnXkFtZTcwMzE1OTc1MQ@@._V1_SX300.jpg;['70084256'];84;3.9;Two rival bikers gangs, the Victors and the Six-Six-Six's, refuel their decades-old rivalry.;1;0;0;0;1;0;0;0;0;0;1;0.061538462;0.329545455;0
Hidalgo;tt0317648;/m/02lk38;[];17/02/2004;Joe Johnston;Viggo Mortensen, Zuleikha Robinson, Omar Sharif, Louise Lombard;http://ia.media-imdb.com/images/M/MV5BMTgyNjg5MjcxMl5BMl5BanBnXkFtZTcwNDQxMzQyMQ@@._V1_SX300.jpg;['60033318'];136;5.9;In 1890, a down-and-out cowboy and his horse travel to Arabia to compete in a deadly cross desert horse race.;0;1;0;0;1;0;0;0;0;0;0;0.006837607;0.323863636;0
High Noon;tt0044706;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e11878&bitrateid=471&vendorid=102&type=.mp4;1952;Fred Zinnemann;Gary Cooper, Thomas Mitchell, Lloyd Bridges, Katy Jurado;http://ia.media-imdb.com/images/M/MV5BMTMyNDA3NjU0Ml5BMl5BanBnXkFtZTcwMjA0NDU3NQ@@._V1._CR32,30,293,438_.jpg;589258;85;8.1;A marshall, personally compelled to face a returning deadly enemy, finds that his own town refuses to help him.;0;0;0;0;1;0;0;0;0;0;0;0;0.31;0
Highway;tt2210657;/m/0h91jb1;['http://www.youtube.com/watch?v=2C2LlCJuZew', 'http://www.youtube.com/embed/3FlX-7TLFYA'];10/02/2012;Deepak Rauniyar;Dayahang Rai, Asha Maya Magrati, Shristi Ghimire, Karma;http://ia.media-imdb.com/images/M/MV5BMTY0MDc5OTk4N15BMl5BanBnXkFtZTgwNzc5NDIwMDE@._V1_SX300.jpg;[];80;7.3;All aboard the bus to Kathmandu! As if the mountain terrain werent challenging enough, our bus is repeatedly stopped by bandhsspontaneous civil disobedience blockadesa frequent phenomenon ...;0;0;0;1;1;0;0;0;0;0;0;0;0.659090909;0
Hitman;tt0465494;/m/026jcx4;['http://www.imdb.com/video/imdb/vi4004577561/'];21/11/2007;Xavier Gens;Timothy Olyphant, Dougray Scott, Olga Kurylenko, Robert Knepper;http://ia.media-imdb.com/images/M/MV5BMTI1MzE2Mjc4NV5BMl5BanBnXkFtZTYwMDMwMzM3._V1_SX300.jpg;['70065116'];100;5.3;A gun-for-hire known only as Agent 47 hired by a group known only as 'The Organization' is ensnared in a political conspiracy, which finds him pursued by both Interpol and the Russian military as he treks across Russia and Eastern Europe.;1;0;0;0;1;0;0;0;0;0;1;0.061538462;0.329545455;0
Hobo with a Shotgun;tt1640459;/m/0bs3gvn;['http://www.youtube.com/watch?v=ssHEAOrAdCU'];21/01/2011;Jason Eisener;Rutger Hauer, Pasha Ebrahimi, Robb Wells, Brian Downey;http://ia.media-imdb.com/images/M/MV5BMTcxMDkxNTMwNl5BMl5BanBnXkFtZTcwMzc5MjUzNA@@._V1_SX300.jpg;['70167105'];86;5.8;A homeless vigilante blows away crooked cops, pedophile Santas, and other scumbags with his trusty pump-action shotgun.;1;1;0;1;0;0;0;0;0;0;1;0.463247863;0.443181818;0.464435146
Hollywood Homicide;tt0329717;/m/07h115;[];10/06/2003;Ron Shelton;Harrison Ford, Josh Hartnett, Lena Olin, Bruce Greenwood;http://ia.media-imdb.com/images/M/MV5BMTU5Mjk1NzQ4Nl5BMl5BanBnXkFtZTYwMTYxNzk5._V1_SX300.jpg;['60027717'];116;3.6;Two LAPD detectives who moonlight in other fields investigate the murder of an up-and-coming rap group.;1;0;0;1;0;0;0;0;0;0;0;0.094017094;0.5625;0
Home;tt1319569;/m/05zmnq3;[];03/06/2009;Ursula Meier;Isabelle Huppert, Olivier Gourmet, Adélaïde Leroux, Madeleine Budd;http://ia.media-imdb.com/images/M/MV5BMTM3ODYyNTM4N15BMl5BanBnXkFtZTcwOTI0MDM2Mg@@._V1_SX300.jpg;['70118575'];98;7.5;With aerial footage from fifty-four countries, 'Home' is a depiction of how Earth's problems are all interlinked.;0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
Home Sweet Home;tt0084082;/m/0bq9wvf;[];16/03/1982;Mike Leigh;Eric Richard, Lorraine Brunning, Kay Stonham, Timothy Spall;http://ia.media-imdb.com/images/M/MV5BMTQyNDExMjI0OF5BMl5BanBnXkFtZTgwOTg4MzgwMzE@._V1_SX300.jpg;['70018820'];95;4.4;Three postal workers and their dysfunctional families interact over cups of tea and Sunday dinner.;0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
Hope Springs;tt1535438;/m/0gy2y8r;['http://www.escapeartistsent.com/#/films/hope-springs'];08/08/2012;David Frankel;Meryl Streep, Tommy Lee Jones, Steve Carell, Jean Smart;http://ia.media-imdb.com/images/M/MV5BMjIxODY2OTg2N15BMl5BanBnXkFtZTcwODAyODg5Nw@@._V1_SX300.jpg;[];100;4.6;After thirty years of marriage, a middle-aged couple attends an intense, week-long counseling session to work on their relationship.;0;0;0;1;1;0;0;0;1;0;0;0.032478632;0.988636364;0
Hot Fuzz;tt0425112;/m/08k40m;[];14/02/2007;Edgar Wright;Simon Pegg, Martin Freeman, Bill Nighy, Robert Popper;http://ia.media-imdb.com/images/M/MV5BMTIxODg2NDU1MF5BMl5BanBnXkFtZTcwOTc3MDM0MQ@@._V1_SX300.jpg;['70056431'];121;7.9;Exceptional London cop Nicholas Angel is involuntarily transferred to a quaint English village and paired with a witless new partner. While on the beat, Nicholas suspects a sinister conspiracy is afoot with the residents.;1;1;0;1;0;0;0;1;0;0;0;0.411965812;0.4375;0.410041841
Hotel Rwanda;tt0395169;;;2004;Terry George;Xolani Mali, Don Cheadle, Desmond Dube, Hakeem Kae-Kazim;http://ia.media-imdb.com/images/M/MV5BMTI2MzQyNTc1M15BMl5BanBnXkFtZTYwMjExNjc3._V1_.jpg;70019224;121;8.2;The true story of Paul Rusesabagina, a hotel manager who housed over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda.;0;0;0;0;1;0;0;0;0;0;0;0;0.31;0
House of Sand and Fog;tt0315983;/m/02cbg0;['http://www.youtube.com/watch?v=fovfxKGCYzo&feature=player_detailpage'];19/12/2003;Vadim Perelman;Jennifer Connelly, Ben Kingsley, Ron Eldard, Frances Fisher;http://ia.media-imdb.com/images/M/MV5BMTIzMjQ5NzM2M15BMl5BanBnXkFtZTYwMzU2NDY3._V1_SX300.jpg;['60031273'];126;7.3;An abandoned wife is evicted from her house and starts a tragic conflict with her home's new owners.;0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
How to Train Your Dragon;tt0892769;;http://video-http.media-imdb.com/MV5BZDgxYjVkZDYtZmFlMi00ZWNhLTkzNmEtMGNkZTQyNjliMTcxXkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1422398904&Signature=QfoUEgzW9Hgf7rJM8Qw6L68SbTR-Vg6i072QQihRObX1A2MST3u56eb0m2lvW6om797VhAELLGHirnLldZ6HjNSLdJQFf-TKC1wejZp0MaPd1wuUxkS0jyyzpKp49ERnUJ1wvyZCoi4dgkc~rrCLk798~jmdWm93tvUTQ~996wg_&Key-Pair-Id=APKAILW5I44IHKUN2DYA;2010;Dean DeBlois, Chris Sanders;Jay Baruchel, Gerard Butler, Craig Ferguson, America Ferrera;http://ia.media-imdb.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_.jpg;70109893;98;8.2;A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.;1;1;1;1;1;1;1;0;0;0;0;1;0.96;0.55
Howl's Moving Castle;tt0347149;;;2004;Hayao Miyazaki;Chieko Baishô, Takuya Kimura, Akihiro Miwa, Tatsuya Gashûin;http://ia.media-imdb.com/images/M/MV5BMTY1OTg0MjE3MV5BMl5BanBnXkFtZTcwNTUxMTkyMQ@@._V1_.jpg;70028883;119;8.2;When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking home.;1;1;1;0;0;1;1;0;1;0;0;0.96;0.26;0.44
Hunger;tt0237320;/m/0273xy6;[];13/01/2001;Maria Giese;Joseph Culp, Robert Culp, Kathleen Luong, Redmond Gleeson;http://ia.media-imdb.com/images/M/MV5BMTY4OTEzNTQ3M15BMl5BanBnXkFtZTcwMTQ4MDE1Mg@@._V1_SX300.jpg;['70051829'];82;7.8;A sensitive writer from a small town faces spiritual crisis as he tries to make it as a Hollywood screenwriter. Charlie Pontus (Joseph Culp) wanders around Los Angeles torn between his ...;0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
I Love You Phillip Morris;tt1045772;/m/047p7fr;['http://www.youtube.com/watch?v=DwkXLt-lZZ0'];18/01/2009;Glenn Ficarra, John Requa;Jim Carrey, Ewan McGregor, Leslie Mann, Rodrigo Santoro;http://ia.media-imdb.com/images/M/MV5BNDkzMjkwNjc5NV5BMl5BanBnXkFtZTcwNzEyOTk5Mw@@._V1_SX300.jpg;['70112491'];98;7;A cop turns con man once he comes out of the closet. Once imprisoned, he meets the second love of his life, whom he'll stop at nothing to be with.;1;1;0;1;1;0;0;0;1;0;0;0.494017094;0.994318182;0.037656904
I Love You Too;tt0239060;/m/027sqrl;[];15/02/2001;Ruud van Hemert;Antonie Kamerling, Angela Schijf, Beau van Erven Dorens, Florence Kasumba;http://ia.media-imdb.com/images/M/MV5BMTkyOTE0MDE3MF5BMl5BanBnXkFtZTcwMTA4MzkxMQ@@._V1_SX300.jpg;['60024828'];99;6.1;While camping in France, Dutch friends Eric and Eddy fall in with two women. Eric talks to Silke, a Ugandan studying medicine in Holland. She tells him about her life and asks about the ...;0;0;0;0;1;0;0;0;1;0;0;0;0.340909091;0
I Love You, Man;tt1155056;/m/03ynwqj;[];20/03/2009;John Hamburg;Paul Rudd, Rashida Jones, Sarah Burns, Greg Levine;http://ia.media-imdb.com/images/M/MV5BMTU4MjI5NTEyNV5BMl5BanBnXkFtZTcwNjQ1NTMzMg@@._V1_SX300.jpg;['70111463'];105;5.5;Friendless Peter Klaven goes on a series of man-dates to find a Best Man for his wedding. But, when his insta-bond with his new B.F.F. puts a strain on his relationship with his fiancée, can the trio learn to live happily ever after?;0;0;0;1;0;0;0;0;1;0;0;0;0.585227273;0
I Spit on Your Grave;tt0077713;/m/0389gk;[];23/05/1978;Meir Zarchi;Camille Keaton, Eron Tabor, Richard Pace, Anthony Nichols;http://ia.media-imdb.com/images/M/MV5BMTIyMjYwNzc3Ml5BMl5BanBnXkFtZTcwMjY0ODAwMQ@@._V1_SX300.jpg;['615448'];101;7.2;An aspiring writer is repeatedly gang-raped, humiliated, and left for dead by four men whom she systematically hunts down to seek revenge.;0;0;0;0;0;0;0;0;0;0;1;0.003418803;0;0.874476987
I, Robot;tt0343818;/m/02qkwl;[];15/07/2004;Alex Proyas;Will Smith, Bridget Moynahan, Alan Tudyk, James Cromwell;http://ia.media-imdb.com/images/M/MV5BMTQwNzI5NTQ0OF5BMl5BanBnXkFtZTYwMTI3Mjk2._V1_SX300.jpg;['60036238'];115;7.3;In 2035 a technophobic cop investigates a crime that may have been perpetrated by a robot, which leads to a larger threat to humanity.;1;0;0;0;0;0;0;1;0;1;1;0.423931624;0.011363636;1
Ikiru;tt0044741;;;1952;Akira Kurosawa;Takashi Shimura, Shin'ichi Himori, Haruo Tanaka, Minoru Chiaki;http://ia.media-imdb.com/images/M/MV5BMTcyMDU0MTQzNV5BMl5BanBnXkFtZTcwOTk2NDQyMQ@@._V1_.jpg;60033661;143;8.4;A bureaucrat tries to find a meaning in his life after he discovers he has terminal cancer.;0;0;0;0;1;0;0;0;0;0;0;0;0.31;0
Il Divo;tt1023490;/m/04lqvlr;['http://www.youtube.com/watch?v=cw-qm-liCPA'];23/05/2008;Paolo Sorrentino;Toni Servillo, Anna Bonaiuto, Giulio Bosetti, Flavio Bucci;http://ia.media-imdb.com/images/M/MV5BMTc1MDc3NTMxMl5BMl5BanBnXkFtZTcwMDgzMzY0Mg@@._V1_SX300.jpg;['70100556'];118;6.3;The story of Italian politician Giulio Andreotti, who has served as Prime Minister of Italy seven times since the restoration of democracy in 1946.;0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
In America;tt0298845;/m/02d44q;['http://www.youtube.com/watch?v=CK4sLTF0MPA'];12/09/2002;Jim Sheridan;Paddy Considine, Samantha Morton, Sarah Bolger, Emma Bolger;http://ia.media-imdb.com/images/M/MV5BMTU0NTkwMTEzM15BMl5BanBnXkFtZTcwOTQ3MzQyMQ@@._V1_SX300.jpg;['60031271'];105;6.5;A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.;0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
In Her Shoes;tt0388125;/m/06k8jd;[];14/09/2005;Curtis Hanson;Cameron Diaz, Anson Mount, Toni Collette, Richard Burgi;http://ia.media-imdb.com/images/M/MV5BMjA1NTc5MTA2NF5BMl5BanBnXkFtZTcwMTk1NTAzMQ@@._V1_SX300.jpg;['70038801'];130;5.4;Straight-laced Rose breaks off relations with her party girl sister, Maggie, over an indiscretion involving Rose's boyfriend. The chilly atmosphere is broken with the arrival of Ella, the grandmother neither sister knew existed.;0;0;0;1;1;0;0;0;1;0;0;0.032478632;0.988636364;0
In My Father's Den;tt0385017;/m/04prxw;['http://www.youtube.com/watch?v=5_gLDoCuL5Q'];07/10/2004;Brad McGann;Matthew Macfadyen, Miranda Otto, Emily Barclay, Colin Moy;http://ia.media-imdb.com/images/M/MV5BMjA3MzM5NTkxMV5BMl5BanBnXkFtZTcwMTY5MTI2MQ@@._V1_SX300.jpg;['70080480'];127;6.7;A disillusioned war journalist's return home is blighted when he becomes implicated in the mysterious disappearance of a teenage girl he has befriended.;0;0;0;0;1;0;0;1;0;0;1;0.001709402;0.329545455;0.39748954
In the Bedroom;tt0247425;/m/0bnzd;[];19/01/2001;Todd Field;Tom Wilkinson, Sissy Spacek, Nick Stahl, Marisa Tomei;http://ia.media-imdb.com/images/M/MV5BMTIzMDc5ODM2MV5BMl5BanBnXkFtZTYwNDU2NTg4._V1_SX300.jpg;['60022258'];130;7;A New England couple's college-aged son dates an older woman who has two small children and an unwelcome ex-husband.;0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
In the Mood for Love;tt0118694;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e119894&bitrateid=472&vendorid=102&type=.mp4;2000;Kar Wai Wong;Maggie Cheung, Tony Chiu Wai Leung, Ping Lam Siu, Tung Cho 'Joe' Cheung;http://ia.media-imdb.com/images/M/MV5BMTk0MjY3NjEzN15BMl5BanBnXkFtZTYwNTk2NDI5._V1_.jpg;60004444;98;8.1;Two neighbors, a woman and a man, form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.;0;0;0;0;1;0;0;0;1;0;0;0;0.36;0
In the Name of the Father;tt0107207;;;1993;Jim Sheridan;Alison Crosbie, Daniel Day-Lewis, Philip King, Emma Thompson;http://ia.media-imdb.com/images/M/MV5BMTcwNjMyMzI0OV5BMl5BanBnXkFtZTgwMDU4NjkzMTE@._V1_.jpg;624536;133;8.1;A man's coerced confession to an IRA bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.;0;0;0;0;1;0;0;0;0;0;1;0;0.32;0
Inbred;tt1723124;/m/0h65kw7;[];03/02/2011;Alex Chandon;Jo Hartley, James Doherty, Seamus O'Neill, James Burrows;http://ia.media-imdb.com/images/M/MV5BMTcwMjM2ODQ0Nl5BMl5BanBnXkFtZTcwNTIxNzI3NQ@@._V1_SX300.jpg;[];90;5.6;Four young offenders and their care workers visit the remote Yorkshire village of Mortlake, which prides on keeping itself to itself. A minor incident with locals rapidly escalates into a blood-soaked, deliriously warped nightmare.;0;0;0;1;0;0;0;0;0;0;0;0;0.585227273;0
Incendiary;tt0984200;/m/02q7y_9;[];2008;Sharon Maguire;Michelle Williams, Ewan McGregor, Matthew Macfadyen, Nicholas Gleaves;http://ia.media-imdb.com/images/M/MV5BMjA3NjU1NDgzMV5BMl5BanBnXkFtZTgwODY3MTA2MDE@._V1_SX300.jpg;['70084216'];96;4.9;A woman's life is forever changed when tragedy strikes at a soccer match.;0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
Incendies;tt1255953;;http://video-http.media-imdb.com/MV5BYmUxZTcyMDgtZWFmYi00NTFmLWJiYjgtYTNhZDZhNzQzNjBmXkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1422382574&Signature=kAhLxSx79QVLTrqeQErMDoaPNZJXghhiTm-fz6y7fyq816oS3n84~R4mfozAJwDFsyugM61HlbfiSWm-98wjuqzcQ3m~5PU8uu5QuSk7O~S56lEglpvChuUqPYyZxVFUppQj8z9joe5SLpQ7od4v3-eWSIa3AjpIVuvVlO6aG30_&Key-Pair-Id=APKAILW5I44IHKUN2DYA;2010;Denis Villeneuve;Mustafa Kamel, Hussein Sami, Rémy Girard, Mélissa Désormeaux-Poulin;http://ia.media-imdb.com/images/M/MV5BMTg4MzA0NjI5OF5BMl5BanBnXkFtZTcwNTUwMzQzNg@@._V1_.jpg;70152488;139;8.2;Twins journey to the Middle East to discover their family history, and fulfill their mother's last wishes.;0;0;0;0;1;0;0;1;0;0;0;0;0.32;0
Inception;tt1375666;/m/0661ql3;['http://www.youtube.com/watch?v=8hP9D6kZseM'];08/07/2010;Christopher Nolan;Leonardo DiCaprio, Joseph Gordon-Levitt, Ellen Page, Tom Hardy;http://ia.media-imdb.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_SX300.jpg;['70131314'];148;9.1;A thief who steals corporate secrets through use of dream-sharing technology is given the inverse task of planting an idea into the mind of a CEO.;1;1;0;0;0;0;0;1;0;1;1;0.558974359;0;0.991631799
